Power,H,T,P,t1,T1,p1,P1,t2,T2,p2,P2,T3,P3,t4,T4,p4,P4,m4,m_gas,CLCSO,pai,c_efficiency,t_efficiency,h_efficiency,h_consumption
244,95.57611847,-1.07607758,1019.342407,-1.1,272.05,-1.84,0.09946,401,674.15,1.58,1.6813,1573.167845,1.664487,206.5,479.65,2.37,0.10367,1398203,67030,85.71683502,16.90428313,0.841074379,1.317710843,0.393530932,9147.946721
243.4,95.14428711,-1.098093987,1019.354919,-1.1,272.05,-1.85,0.09945,400.9,674.05,1.58,1.6813,1573.369185,1.664487,206.2,479.35,2.37,0.10367,1355311,67100,85.74559784,16.90598291,0.841327211,1.318146266,0.392153704,9180.073952
243.5,96.43326569,-1.074898839,1019.378174,-1.1,272.05,-1.85,0.09945,401,674.15,1.58,1.6813,1572.846877,1.664487,205.9,479.05,2.37,0.10367,1342699,67376,85.67098236,16.90598291,0.841117978,1.318316053,0.390707735,9214.04846
244.6,96.15053558,-1.096829653,1019.368042,-1.1,272.05,-1.85,0.09945,401,674.15,1.59,1.6913,1573.949866,1.674387,205.7,478.85,2.37,0.10367,1377444,67181,85.82855225,17.00653595,0.843691629,1.317073685,0.393611933,9146.064186
244.9,95.47116852,-1.131775379,1019.332642,-1,272.15,-1.85,0.09945,400.9,674.05,1.59,1.6913,1573.652129,1.674387,205.5,478.65,2.36,0.10366,1384351,67677,85.78601837,17.00653595,0.844421759,1.317174664,0.391206402,9202.303389
244.2,95.88542175,-1.152714491,1019.386536,-1.1,272.05,-1.84,0.09946,401,674.15,1.59,1.6913,1573.297888,1.674387,205.3,478.45,2.37,0.10367,1432926,66753,85.7354126,17.00482606,0.843647956,1.317316305,0.395487843,9102.681818
244.4,96.15662384,-1.156621456,1019.364197,-1.1,272.05,-1.85,0.09945,400.9,674.05,1.59,1.6913,1573.965887,1.674387,205.1,478.25,2.37,0.10367,1382160,67351,85.83084106,17.00653595,0.843901503,1.317801159,0.392297392,9176.711538
244,96.97827148,-1.168844581,1019.331177,-1.1,272.05,-1.85,0.09945,401.1,674.25,1.59,1.6913,1573.049071,1.674387,204.9,478.05,2.36,0.10366,1360761,66936,85.69986725,17.00653595,0.84348186,1.317675948,0.394083578,9135.118033
244.4,95.4734726,-1.178075552,1019.356384,-1.2,271.95,-1.84,0.09946,401.1,674.25,1.59,1.6913,1573.807219,1.674387,204.6,477.75,2.37,0.10367,1386694,67198,85.80817413,17.00482606,0.84291859,1.318344573,0.393190595,9155.864975
242.9,95.27580261,-1.186125755,1019.384583,-1.2,271.95,-1.85,0.09945,401.2,674.35,1.58,1.6813,1573.092169,1.664487,204.4,477.55,2.38,0.10368,1379483,67062,85.70602417,16.90598291,0.840181955,1.320244507,0.391569882,9193.761219
244.1,96.48025513,-1.186647415,1019.353699,-1.2,271.95,-1.85,0.09945,401.2,674.35,1.59,1.6913,1573.60417,1.674387,204.1,477.25,2.37,0.10367,1354920,67168,85.77916718,17.00653595,0.842752742,1.318871905,0.392883355,9163.02499
244.1,96.2304306,-1.230470538,1019.340576,-1.2,271.95,-1.85,0.09945,401.1,674.25,1.59,1.6913,1573.981535,1.674387,204,477.15,2.36,0.10366,1404416,67377,85.83307648,17.00653595,0.842962226,1.31909913,0.391664651,9191.536665
244.1,96.3217392,-1.209419966,1019.327881,-1.2,271.95,-1.84,0.09946,401.1,674.25,1.59,1.6913,1573.349905,1.674387,203.8,476.95,2.37,0.10367,1354381,67201,85.74284363,17.00482606,0.84291859,1.319140071,0.392690424,9167.526833
243.6,96.31894684,-1.205074906,1019.344055,-1.1,272.05,-1.84,0.09946,401,674.15,1.59,1.6913,1573.548361,1.674387,203.6,476.75,2.36,0.10366,1406458,67234,85.77119446,17.00482606,0.843647956,1.31942235,0.391693714,9190.85468
244.2,95.2748642,-1.227523804,1019.265869,-1.1,272.05,-1.85,0.09945,401.2,674.35,1.59,1.6913,1573.503874,1.674387,203.4,476.55,2.37,0.10367,1384283,67190,85.76483917,17.00653595,0.843272195,1.319677438,0.392915612,9162.272727
244.3,95.30510712,-1.224511147,1019.241821,-1.2,271.95,-1.85,0.09945,401.1,674.25,1.59,1.6913,1573.580992,1.674387,203.3,476.45,2.37,0.10367,1381218,67182,85.77585602,17.00653595,0.842962226,1.319825832,0.393123319,9157.431846
243.7,95.0656662,-1.202795029,1019.276855,-1.3,271.85,-1.84,0.09946,401,674.15,1.59,1.6913,1573.278662,1.674387,203.3,476.45,2.37,0.10367,1399818,67104,85.73266602,17.00482606,0.842608637,1.319715691,0.392613644,9169.319655
243.3,96.68480682,-1.189036846,1019.320679,-1.3,271.85,-1.85,0.09945,400.9,674.05,1.59,1.6913,1573.552954,1.674387,203.3,476.45,2.36,0.10366,1361030,67159,85.77185059,17.00653595,0.842861767,1.319784916,0.391648218,9191.922318
244.2,97.02327728,-1.160820365,1019.282227,-1.3,271.85,-1.84,0.09946,400.9,674.05,1.59,1.6913,1573.77619,1.674387,203.2,476.35,2.36,0.10366,1374961,67256,85.80374146,17.00482606,0.842818136,1.319986497,0.392530034,9171.272727
244.8,95.69146729,-1.199836254,1019.277222,-1.3,271.85,-1.85,0.09945,400.9,674.05,1.59,1.6913,1573.927275,1.674387,203.2,476.35,2.37,0.10367,1349422,67253,85.82532501,17.00653595,0.842861767,1.320072206,0.393512035,9148.386029
244.1,95.62112427,-1.195078015,1019.239319,-1.3,271.85,-1.84,0.09946,401,674.15,1.58,1.6813,1573.367903,1.664487,203.1,476.25,2.37,0.10367,1302736,66980,85.74541473,16.90428313,0.84003823,1.321880883,0.393986103,9137.378124
244.4,96.3744278,-1.194424033,1019.25592,-1.3,271.85,-1.84,0.09946,400.9,674.05,1.59,1.6913,1573.176604,1.674387,203.1,476.25,2.37,0.10367,1340312,67075,85.71808624,17.00482606,0.842818136,1.319919158,0.393911616,9139.105974
243.4,94.34683228,-1.246095538,1019.285583,-1.2,271.95,-1.84,0.09946,401,674.15,1.58,1.6813,1573.195349,1.664487,203,476.15,2.36,0.10366,1350654,67059,85.72076416,16.90428313,0.840556175,1.321907597,0.392393467,9174.464667
243.2,95.17388916,-1.284900308,1019.294983,-1.2,271.95,-1.84,0.09946,401,674.15,1.59,1.6913,1573.350546,1.674387,202.9,476.05,2.36,0.10366,1355055,67578,85.74293518,17.00482606,0.843128167,1.320192432,0.389059929,9253.073191
243.9,97.016922,-1.281382322,1019.309082,-1.2,271.95,-1.84,0.09946,401.1,674.25,1.58,1.6813,1573.662756,1.664487,202.8,475.95,2.36,0.10366,1399426,67188,85.78753662,16.90428313,0.840347238,1.322318934,0.392444597,9173.269373
243.9,98.83283234,-1.273180008,1019.322144,-1.2,271.95,-1.85,0.09945,401.1,674.25,1.59,1.6913,1573.770636,1.674387,202.7,475.85,2.37,0.10367,1360067,67279,85.802948,17.00653595,0.842962226,1.3206166,0.391913785,9185.693727
243.5,99.84900665,-1.263943791,1019.304077,-1.2,271.95,-1.85,0.09945,401.1,674.25,1.59,1.6913,1573.504622,1.674387,202.6,475.75,2.36,0.10366,1332327,67129,85.76494598,17.00653595,0.842962226,1.320609418,0.392145337,9180.269815
243.6,99.62227631,-1.265273213,1019.310059,-1.4,271.75,-1.84,0.09946,401,674.15,1.59,1.6913,1573.774908,1.674387,202.5,475.65,2.37,0.10367,1394121,67232,85.80355835,17.00482606,0.842089364,1.32085872,0.391705366,9190.581281
244.3,98.47492981,-1.240488172,1019.289368,-1.4,271.75,-1.84,0.09946,401,674.15,1.59,1.6913,1573.322401,1.674387,202.3,475.45,2.37,0.10367,1360666,67207,85.73891449,17.00482606,0.842089364,1.320934805,0.392977083,9160.839542
243.6,97.70117188,-1.203531981,1019.325073,-1.4,271.75,-1.84,0.09946,400.9,674.05,1.59,1.6913,1573.27001,1.674387,202.2,475.35,2.36,0.10366,1381452,67020,85.73143005,17.00482606,0.842298683,1.321005345,0.392944422,9161.600985
243.1,98.24256897,-1.18914187,1019.306091,-1.4,271.75,-1.85,0.09945,401,674.15,1.59,1.6913,1573.452605,1.674387,202.1,475.25,2.37,0.10367,1388816,67343,85.75751495,17.00653595,0.842132957,1.321222758,0.390257058,9224.689017
244,98.09584045,-1.166879177,1019.375854,-1.4,271.75,-1.85,0.09945,400.9,674.05,1.59,1.6913,1573.851492,1.674387,201.9,475.05,2.37,0.10367,1360314,67338,85.8144989,17.00653595,0.842342287,1.321608224,0.391730945,9189.981148
244.8,96.64188385,-1.183960676,1019.354614,-1.4,271.75,-1.85,0.09945,400.9,674.05,1.59,1.6913,1573.842146,1.674387,201.8,474.95,2.37,0.10367,1389008,67298,85.81316376,17.00653595,0.842342287,1.321725109,0.393248906,9154.507353
244.2,97.01480103,-1.236094475,1019.388977,-1.4,271.75,-1.85,0.09945,400.9,674.05,1.59,1.6913,1573.677229,1.674387,201.7,474.85,2.37,0.10367,1438504,67292,85.78960419,17.00653595,0.842342287,1.321785533,0.392320038,9176.181818
244.5,96.63124084,-1.225886822,1019.387939,-1.4,271.75,-1.85,0.09945,400.9,674.05,1.59,1.6913,1573.888022,1.674387,201.5,474.65,2.37,0.10367,1388349,67303,85.81971741,17.00653595,0.842342287,1.322102583,0.392737804,9166.420859
243.2,97.48214722,-1.221104503,1019.393005,-1.4,271.75,-1.85,0.09945,400.8,673.95,1.59,1.6913,1573.457037,1.674387,201.3,474.45,2.37,0.10367,1372746,67180,85.75814819,17.00653595,0.84255172,1.322186828,0.391364869,9198.577303
244.4,97.17711639,-1.201423407,1019.349792,-1.4,271.75,-1.84,0.09946,400.6,673.75,1.59,1.6913,1573.905966,1.674387,201.2,474.35,2.37,0.10367,1368737,67285,85.82228088,17.00482606,0.842927264,1.322469911,0.392682197,9167.718903
244.1,97.07897949,-1.245178223,1019.308594,-1.5,271.65,-1.84,0.09946,400.6,673.75,1.59,1.6913,1573.933951,1.674387,201,474.15,2.37,0.10367,1447961,67591,85.82627869,17.00482606,0.842407525,1.322720597,0.390424601,9220.730438
243.9,99.43465424,-1.221551895,1019.251892,-1.4,271.75,-1.84,0.09946,400.5,673.65,1.59,1.6913,1573.511511,1.674387,200.9,474.05,2.36,0.10366,1396829,66978,85.76593018,17.00482606,0.843137,1.322657031,0.393675051,9144.597786
244.5,98.74655914,-1.225625157,1019.218201,-1.3,271.85,-1.84,0.09946,400.7,673.85,1.59,1.6913,1574.048773,1.674387,200.7,473.85,2.36,0.10366,1356105,67544,85.84268188,17.00482606,0.843237449,1.323092202,0.391336498,9199.244172
243.5,98.02465057,-1.212929368,1019.179321,-1.3,271.85,-1.84,0.09946,400.8,673.95,1.59,1.6913,1573.080794,1.674387,200.5,473.65,2.37,0.10367,1308525,66985,85.70439911,17.00482606,0.843027741,1.323012996,0.392988346,9160.577002
243.9,98.06620026,-1.196613789,1019.194519,-1.4,271.75,-1.84,0.09946,400.8,673.95,1.59,1.6913,1573.383444,1.674387,200.3,473.45,2.37,0.10367,1297743,67133,85.74763489,17.00482606,0.842508106,1.32336326,0.392766115,9165.760148
243.4,98.2551651,-1.198791981,1019.164429,-1.3,271.85,-1.85,0.09945,400.9,674.05,1.59,1.6913,1573.740355,1.674387,200,473.15,2.37,0.10367,1299809,67195,85.79862213,17.00653595,0.842861767,1.323853302,0.391599278,9193.071076
243.9,97.51912689,-1.200447083,1019.1521,-1.3,271.85,-1.84,0.09946,400.9,674.05,1.59,1.6913,1573.561072,1.674387,199.7,472.85,2.37,0.10367,1362477,67128,85.77301025,17.00482606,0.842818136,1.324149357,0.39279537,9165.077491
242.5,97.52005005,-1.19497478,1019.129944,-1.3,271.85,-1.85,0.09945,401,674.15,1.59,1.6913,1573.683531,1.674387,199.4,472.55,2.37,0.10367,1341634,67129,85.79050446,17.00653595,0.842652256,1.324554492,0.390534884,9218.126598
244.7,97.12104797,-1.179825544,1019.085266,-1.3,271.85,-1.84,0.09946,401,674.15,1.58,1.6813,1573.539229,1.664487,199.2,472.35,2.37,0.10367,1374161,66988,85.76988983,16.90428313,0.84003823,1.326641828,0.394907357,9116.062117
243,96.71154022,-1.151030779,1019.069458,-1.2,271.95,-1.85,0.09945,400.8,673.95,1.58,1.6813,1573.64604,1.664487,198.9,472.05,2.37,0.10367,1350314,67270,85.78514862,16.90598291,0.841017957,1.327041849,0.390519849,9218.481481
243.3,97.17414856,-1.124867558,1019.043579,-1.2,271.95,-1.84,0.09946,401,674.15,1.58,1.6813,1572.871924,1.664487,198.7,471.85,2.36,0.10366,1358830,66731,85.67456055,16.90428313,0.840556175,1.326972059,0.394160176,9133.342787
243.6,96.83099365,-1.12300241,1019.051758,-1.2,271.95,-1.85,0.09945,401,674.15,1.58,1.6813,1573.932562,1.664487,198.5,471.65,2.36,0.10366,1342783,67379,85.82608032,16.90598291,0.840599748,1.327596163,0.390850786,9210.676108
243.6,96.96062469,-1.132125735,1019.07843,-1.3,271.85,-1.83,0.09947,400.7,673.85,1.58,1.6813,1573.492072,1.664487,198.3,471.45,2.38,0.10368,1341483,67066,85.76315308,16.90258369,0.840621551,1.327740049,0.392674904,9167.889163
244.5,98.01439667,-1.147803426,1019.096619,-1.3,271.85,-1.84,0.09946,400.8,673.95,1.59,1.6913,1573.409132,1.674387,198.1,471.25,2.37,0.10367,1412582,67138,85.75130463,17.00482606,0.843027741,1.326019403,0.393703006,9143.948466
244,97.89862061,-1.147586226,1019.092957,-1.2,271.95,-1.84,0.09946,400.8,673.95,1.58,1.6813,1573.38056,1.664487,197.9,471.05,2.37,0.10367,1347478,67016,85.7472229,16.90428313,0.840974362,1.328150755,0.393613143,9146.036066
243.7,97.51646423,-1.128821254,1019.111145,-1.1,272.05,-1.84,0.09946,400.7,673.85,1.58,1.6813,1573.661475,1.664487,197.6,470.75,2.37,0.10367,1335644,67064,85.78735352,16.90428313,0.841702358,1.328613461,0.392847816,9163.853919
243.9,97.30476379,-1.145235777,1019.134583,-1.1,272.05,-1.84,0.09946,400.8,673.95,1.58,1.6813,1573.301093,1.664487,197.4,470.55,2.36,0.10366,1334888,67037,85.73587036,16.90428313,0.841492928,1.328693543,0.393328573,9152.653137
244.1,96.69332886,-1.144261003,1019.137146,-1,272.15,-1.84,0.09946,400.8,673.95,1.58,1.6813,1573.454527,1.664487,197.2,470.35,2.35,0.10365,1395114,67174,85.75778961,16.90428313,0.842011751,1.328958771,0.392848263,9163.843507
243.8,97.25572205,-1.152906656,1019.096863,-1.1,272.05,-1.84,0.09946,400.9,674.05,1.58,1.6813,1573.856512,1.664487,197,470.15,2.36,0.10366,1327389,67529,85.81521606,16.90428313,0.841283601,1.329375411,0.390302785,9223.608285
243.5,98.06495667,-1.179585695,1019.105286,-1.1,272.05,-1.85,0.09945,400.8,673.95,1.58,1.6813,1573.865485,1.664487,196.8,469.95,2.36,0.10366,1368581,66848,85.8164978,16.90598291,0.841536549,1.329619531,0.393793746,9141.841478
243.9,98.36458588,-1.192706347,1019.107117,-1,272.15,-1.84,0.09946,401,674.15,1.58,1.6813,1573.209181,1.664487,196.6,469.75,2.36,0.10366,1371821,67362,85.72274017,16.90428313,0.84159284,1.329624387,0.391430889,9197.02583
243.2,99.73143768,-1.172869682,1019.199951,-1,272.15,-1.85,0.09945,401.1,674.25,1.58,1.6813,1573.303709,1.664487,196.4,469.55,2.35,0.10365,1335693,66855,85.7362442,16.90598291,0.841427156,1.32986834,0.393267398,9154.076891
244.1,97.31928253,-1.132223606,1019.156982,-1,272.15,-1.84,0.09946,401.1,674.25,1.58,1.6813,1573.56983,1.664487,196.2,469.35,2.36,0.10366,1382695,67135,85.77426147,16.90428313,0.84138354,1.33023599,0.393076476,9158.523146
243.2,96.51722717,-1.1164608,1019.167847,-1.1,272.05,-1.84,0.09946,401.1,674.25,1.58,1.6813,1573.539282,1.664487,196,469.15,2.36,0.10366,1353048,67046,85.76989746,16.90428313,0.84086526,1.330465955,0.392147062,9180.229441
242.9,96.91042328,-1.07137835,1019.125244,-1,272.15,-1.83,0.09947,401.2,674.35,1.58,1.6813,1573.509589,1.664487,195.8,468.95,2.36,0.10366,1390640,67070,85.76565552,16.90258369,0.841130746,1.330696235,0.391523177,9194.857966
243.9,97.86154175,-1.0623945,1019.08429,-1,272.15,-1.84,0.09946,401.2,674.35,1.58,1.6813,1573.509161,1.664487,195.6,468.75,2.36,0.10366,1343219,67179,85.76559448,16.90428313,0.841174345,1.330937028,0.392497173,9172.04059
242.8,96.8270874,-1.080648541,1019.029541,-1,272.15,-1.85,0.09945,401,674.15,1.58,1.6813,1573.05612,1.664487,195.4,468.55,2.36,0.10366,1312970,67141,85.70087433,16.90598291,0.841636466,1.331015404,0.390948134,9208.382619
243.9,97.33765411,-1.08436811,1018.991699,-1,272.15,-1.84,0.09946,401,674.15,1.58,1.6813,1573.460509,1.664487,195.3,468.45,2.36,0.10366,1383537,67866,85.7586441,16.90428313,0.84159284,1.331280997,0.388523967,9265.837638
242.9,97.88208008,-1.088719964,1018.982483,-0.9,272.25,-1.84,0.09946,400.9,674.05,1.58,1.6813,1573.694693,1.664487,195.1,468.25,2.37,0.10367,1315088,67470,85.792099,16.90428313,0.842321143,1.331636973,0.389202008,9249.695348
244.1,98.01189423,-1.090945482,1019.063477,-1,272.15,-1.83,0.09947,400.9,674.05,1.58,1.6813,1573.921187,1.664487,194.9,468.05,2.36,0.10366,1359617,68018,85.82445526,16.90258369,0.841758611,1.331927952,0.387973613,9278.981565
243.7,97.6912384,-1.094462037,1019.003845,-1,272.15,-1.84,0.09946,400.9,674.05,1.58,1.6813,1573.576827,1.664487,194.7,467.85,2.36,0.10366,1346118,67210,85.77526093,16.90428313,0.841802243,1.332045522,0.391994435,9183.803857
243,97.0022049,-1.136101723,1019.012085,-1,272.15,-1.84,0.09946,401,674.15,1.58,1.6813,1573.943778,1.664487,194.5,467.65,2.37,0.10367,1317299,67560,85.8276825,16.90428313,0.84159284,1.332448894,0.38884355,9258.222222
242.9,98.28141785,-1.133858919,1018.994019,-1,272.15,-1.84,0.09946,401.1,674.25,1.58,1.6813,1573.044211,1.664487,194.4,467.55,2.37,0.10367,1381971,67331,85.69917297,16.90428313,0.84138354,1.332247303,0.390005487,9230.639358
243.4,98.62644196,-1.103218555,1018.940735,-1,272.15,-1.84,0.09946,401.1,674.25,1.58,1.6813,1573.908583,1.664487,194.2,467.35,2.36,0.10366,1427513,67545,85.82265472,16.90428313,0.84138354,1.332766535,0.389570116,9240.955218
243.5,96.6618576,-1.071855068,1018.952087,-1,272.15,-1.85,0.09945,401.1,674.25,1.58,1.6813,1573.502753,1.664487,194,467.15,2.36,0.10366,1407859,67470,85.76467896,16.90598291,0.841427156,1.332862305,0.390163396,9226.903491
242.7,96.15530396,-1.082784176,1018.955566,-1.1,272.05,-1.84,0.09946,401.1,674.25,1.58,1.6813,1573.423819,1.664487,193.8,466.95,2.36,0.10366,1335568,67350,85.75340271,16.90428313,0.84086526,1.33307503,0.38957443,9240.852905
242.6,97.01316071,-1.043854237,1018.927795,-1,272.15,-1.84,0.09946,401.1,674.25,1.58,1.6813,1573.34355,1.664487,193.6,466.75,2.36,0.10366,1350247,67910,85.74193573,16.90428313,0.84138354,1.3332873,0.386202725,9321.529266
243.9,97.41667938,-1.015528679,1018.899414,-0.9,272.25,-1.84,0.09946,401.2,674.35,1.58,1.6813,1573.767538,1.664487,193.5,466.65,2.36,0.10366,1399287,67474,85.80250549,16.90428313,0.841692702,1.33355926,0.390781154,9212.317343
243.1,98.11644745,-1.016612411,1018.890991,-0.9,272.25,-1.84,0.09946,401.4,674.55,1.58,1.6813,1574.093794,1.664487,193.3,466.45,2.36,0.10366,1329602,67627,85.84911346,16.90428313,0.841274262,1.33391662,0.388618171,9263.591526
243.2,97.67796326,-1.013980269,1018.8927,-0.8,272.35,-1.84,0.09946,401.5,674.65,1.58,1.6813,1573.406996,1.664487,193.1,466.25,2.36,0.10366,1367996,67391,85.75099945,16.90428313,0.84158327,1.333912381,0.390139513,9227.468339
242.6,97.64687347,-1.038439751,1018.885315,-0.9,272.25,-1.84,0.09946,401.5,674.65,1.58,1.6813,1573.360693,1.664487,192.9,466.05,2.36,0.10366,1336607,67370,85.74438477,16.90428313,0.841065197,1.334136818,0.389298308,9247.407255
243.3,97.9096756,-1.043619037,1018.875916,-0.9,272.25,-1.84,0.09946,401.3,674.45,1.58,1.6813,1573.64086,1.664487,192.7,465.85,2.36,0.10366,1351858,67465,85.78440857,16.90428313,0.84148343,1.334477715,0.389871825,9233.803946
243.4,96.18276215,-1.05758822,1018.833069,-0.9,272.25,-1.84,0.09946,401.4,674.55,1.58,1.6813,1573.559203,1.664487,192.8,465.95,2.35,0.10365,1385362,67314,85.77274323,16.90428313,0.841274262,1.334296988,0.390906996,9209.351684
243.2,96.20011902,-1.047975659,1018.782715,-0.9,272.25,-1.84,0.09946,401.4,674.55,1.58,1.6813,1573.225577,1.664487,192.8,465.95,2.35,0.10365,1396156,67318,85.7250824,16.90428313,0.841274262,1.334177953,0.390562582,9217.472862
243.4,97.25730133,-1.033026457,1018.788879,-0.8,272.35,-1.84,0.09946,401.3,674.45,1.58,1.6813,1574.045355,1.664487,192.8,465.95,2.36,0.10366,1333745,67544,85.8421936,16.90428313,0.842001864,1.334501493,0.389575884,9240.818406
242.4,96.8169632,-1.026980758,1018.808105,-0.9,272.25,-1.84,0.09946,401.4,674.55,1.58,1.6813,1573.468947,1.664487,192.8,465.95,2.36,0.10366,1362760,67287,85.75984955,16.90428313,0.841274262,1.334295927,0.389457182,9243.634901
243.4,97.30921936,-0.988475204,1018.761108,-1,272.15,-1.85,0.09945,401.2,674.35,1.58,1.6813,1574.031683,1.664487,192.7,465.85,2.35,0.10365,1324852,67846,85.84024048,16.90598291,0.84121795,1.334585909,0.387841782,9282.135579
242.7,98.69371033,-0.973710477,1018.726379,-1.1,272.05,-1.84,0.09946,401.1,674.25,1.58,1.6813,1573.771971,1.664487,192.7,465.85,2.36,0.10366,1359165,67056,85.80313873,16.90428313,0.84086526,1.334524467,0.391282478,9200.514215
243.4,97.42476654,-0.944919288,1018.658569,-1,272.15,-1.85,0.09945,401.1,674.25,1.58,1.6813,1573.821104,1.664487,192.7,465.85,2.35,0.10365,1384963,67481,85.81015778,16.90598291,0.841427156,1.334510843,0.389939591,9232.19926
243.9,97.98349762,-0.999073029,1018.615784,-1,272.15,-1.84,0.09946,401.1,674.25,1.58,1.6813,1574.247656,1.664487,192.6,465.75,2.37,0.10367,1372994,67587,85.87109375,16.90428313,0.84138354,1.334845586,0.390127799,9227.745387
243.4,97.82014465,-1.016619444,1018.596252,-0.9,272.25,-1.84,0.09946,401.1,674.25,1.58,1.6813,1573.856139,1.664487,192.5,465.65,2.36,0.10366,1387983,67439,85.81516266,16.90428313,0.841902078,1.334795368,0.390182439,9226.453164
242.7,96.58740234,-1.010647178,1018.54303,-0.8,272.35,-1.84,0.09946,401.2,674.35,1.58,1.6813,1573.705962,1.664487,192.4,465.55,2.36,0.10366,1376487,67363,85.7937088,16.90428313,0.842211317,1.334862304,0.389499248,9242.636588
242.4,97.50008392,-1.029790282,1018.565491,-0.8,272.35,-1.84,0.09946,401.2,674.35,1.58,1.6813,1573.783453,1.664487,192.3,465.45,2.35,0.10365,1361730,67386,85.80477905,16.90428313,0.842211317,1.334979216,0.388885012,9257.235149
242.8,98.49845886,-1.052310109,1018.518921,-0.9,272.25,-1.84,0.09946,401.2,674.35,1.58,1.6813,1573.744627,1.664487,192.2,465.35,2.35,0.10365,1397798,67297,85.79923248,16.90428313,0.841692702,1.335085837,0.390041884,9229.778007
242.5,97.49035645,-1.051722646,1018.520386,-0.9,272.25,-1.84,0.09946,401.2,674.35,1.58,1.6813,1573.621687,1.664487,192.1,465.25,2.35,0.10365,1338888,67367,85.78166962,16.90428313,0.841692702,1.335162507,0.389155168,9250.80866
242.4,97.35671234,-1.068683982,1018.55188,-0.9,272.25,-1.85,0.09945,401.3,674.45,1.58,1.6813,1573.319251,1.664487,192,465.15,2.36,0.10366,1326197,67222,85.73846436,16.90598291,0.841527051,1.335206416,0.389833766,9234.705446
241.9,97.96916962,-1.059895873,1018.598572,-1,272.15,-1.84,0.09946,401.4,674.55,1.58,1.6813,1572.959456,1.664487,191.9,465.05,2.34,0.10364,1370255,67293,85.68706512,16.90428313,0.840756266,1.33513642,0.388619193,9263.567177
