Power,H,T,P,t1,p1,t2,p2,t4,p4,m4,m_gas,CLCSO
183.8,42.07110214,-0.877400756,1024.599487,0.2,-1.26,382.7,1.31,560.4,1.11,1083304,55558,81.01167297
183.7,41.82774353,-0.873548508,1024.651245,0,-1.27,382.5,1.31,560.3,1.1,1114343,55511,81.00960541
183.1,41.28771591,-0.863859177,1024.634521,0.2,-1.27,382.4,1.31,560.4,1.08,1158671,55572,81.02084351
183.6,41.48091125,-0.832731307,1024.585205,0.1,-1.27,382.4,1.31,560.5,1.11,1118236,55527,81.02259064
183.1,41.25909042,-0.819696367,1024.605835,0.2,-1.27,382.5,1.31,560.3,1.1,1108739,55610,81.03208923
183.7,42.19136047,-0.816770554,1024.623291,0.3,-1.27,382.6,1.31,560.1,1.1,1148493,55535,80.97167206
183.9,42.91049957,-0.816833794,1024.598877,0.1,-1.26,382.6,1.31,560.1,1.09,1090759,55495,81.02710724
183.2,43.44737625,-0.814753294,1024.647949,0.1,-1.26,382.4,1.31,560.2,1.1,1113501,55488,80.94787598
183.7,43.67169952,-0.855744362,1024.60498,0.1,-1.26,382.2,1.31,559.8,1.12,1096903,55531,81.01734161
183.2,43.80069351,-0.886897802,1024.601807,-0.2,-1.26,382.1,1.31,560,1.1,1094509,55558,81.00547791
183.5,43.72926331,-0.901474059,1024.53894,-0.1,-1.26,382.1,1.31,560,1.07,1137795,55504,80.97271729
183.5,43.71541977,-0.918191195,1024.580566,-0.2,-1.26,382.2,1.31,560.2,1.07,1099717,55559,81.015625
182.9,43.67075729,-0.906163812,1024.640259,-0.4,-1.26,382.1,1.31,560.1,1.07,1131899,55597,80.99059296
183.5,43.46619415,-0.932742655,1024.687622,-0.5,-1.26,382.1,1.31,559.9,1.07,1139784,55392,80.89485168
183.6,43.47668839,-0.954451501,1024.642578,-0.6,-1.26,381.7,1.31,559,1.09,1097113,55576,80.98519897
184,43.59392166,-0.963031411,1024.658081,-0.7,-1.26,381.7,1.31,559,1.07,1109523,55409,80.95246887
183.5,44.06892014,-0.988918722,1024.715698,-0.7,-1.26,381.8,1.31,559,1.08,1086883,55589,80.98848724
183.5,44.38702393,-0.991766214,1024.731567,-0.7,-1.26,381.8,1.31,559.1,1.1,1131647,55618,80.96776581
183.7,44.36868668,-1.037377954,1024.669312,-0.7,-1.26,381.9,1.31,559,1.09,1127871,55458,80.90856171
183,44.53759766,-1.046924591,1024.664429,-0.7,-1.26,381.8,1.31,558.7,1.11,1172058,55516,80.94483948
183.3,44.57507706,-1.066031456,1024.661865,-0.8,-1.26,381.6,1.31,558.7,1.08,1209171,55464,80.96424866
183.7,44.5124855,-1.085622549,1024.70752,-0.8,-1.27,381.6,1.31,558.7,1.08,1193795,55515,80.95491028
183,44.04367065,-1.08772397,1024.703125,-0.8,-1.27,381.5,1.31,558.7,1.05,1174753,55627,80.94991302
183.4,43.98730087,-1.082702398,1024.678345,-0.8,-1.26,381.6,1.31,558.4,1.06,1183382,55478,80.90532684
183.9,43.72196579,-1.068017006,1024.604736,-0.8,-1.26,381.6,1.31,558.5,1.1,1107227,55507,80.91316223
183.7,43.91439438,-1.08439362,1024.583008,-0.8,-1.26,381.6,1.31,558.8,1.13,1155719,55535,80.98542786
184,44.17228317,-1.129673719,1024.5354,-0.7,-1.26,381.4,1.31,559.4,1.1,1128370,55565,80.98139191
183.4,43.91149139,-1.166449547,1024.499756,-0.7,-1.26,381.6,1.31,559.7,1.1,1084419,55594,80.98908234
183.7,44.16585541,-1.184144855,1024.500854,-0.5,-1.25,381.7,1.31,559.9,1.11,1119824,55615,80.99963379
183.8,44.30254364,-1.202543974,1024.446411,-0.3,-1.26,381.9,1.31,559.8,1.11,1159402,55628,81.016922
183.9,44.32991028,-1.220046401,1024.421021,-0.1,-1.26,382.1,1.31,559.9,1.11,1133475,55562,81.01780701
183.7,44.68072128,-1.230722189,1024.394287,0.1,-1.27,382.2,1.31,560.1,1.09,1104194,55729,81.08346558
183.1,44.78156281,-1.261562109,1024.45874,0.2,-1.27,382.5,1.31,560.4,1.07,1133763,55532,81.01568604
183.6,44.81890869,-1.241094112,1024.450195,0.4,-1.27,382.4,1.31,560,1.09,1106823,55559,81.01903534
183.9,44.54278183,-1.249449492,1024.481445,0.3,-1.27,382.5,1.31,560.2,1.09,1169321,55620,81.05822754
184.2,44.32781219,-1.229561567,1024.477295,0,-1.26,382.3,1.31,559.9,1.09,1090320,55550,81.01117706
182.9,44.26957703,-1.220036387,1024.482422,-0.3,-1.26,382.4,1.31,559.9,1.08,1131982,55637,81.01287079
182.6,43.64896774,-1.189742804,1024.428223,-0.4,-1.26,382.4,1.31,559.8,1.11,1130727,55365,80.94324493
183.3,44.16976929,-1.173413277,1024.402222,-0.5,-1.26,382.1,1.31,559.1,1.1,1086003,55396,80.91869354
183.9,44.55850983,-1.138539076,1024.330078,-0.6,-1.26,381.8,1.31,558.7,1.1,1103659,55610,81.0255127
183.7,44.89891815,-1.099278092,1024.289063,-0.5,-1.27,381.9,1.31,559.4,1.1,1158631,55568,81.01996613
183.9,45.27829742,-1.061134338,1024.207642,-0.6,-1.26,381.9,1.31,559.4,1.11,1106015,55619,81.02488708
183.7,45.59109116,-1.041090488,1024.205444,-0.5,-1.26,382,1.31,559.8,1.13,1152242,55518,81.01556396
183.6,45.40566254,-0.998698831,1024.133789,-0.4,-1.26,381.9,1.31,559.8,1.11,1157241,55558,81.01877594
183.3,45.04089355,-0.965223074,1024.129028,-0.3,-1.26,381.9,1.31,560.1,1.15,1125525,55575,81.04198456
183.6,45.42826843,-0.942344844,1024.131226,-0.2,-1.26,381.8,1.31,560.2,1.13,1118732,55515,80.9730072
183.1,45.84843445,-0.937361598,1024.061646,0,-1.27,382,1.31,560.2,1.14,1113134,55571,81.04576874
184,46.99429703,-0.949460506,1024.078735,0.1,-1.26,382.2,1.31,560.2,1.15,1095246,55564,81.05825043
183.6,47.41146851,-1.005588889,1024.125977,0.2,-1.26,382.3,1.31,560.5,1.17,1137072,55655,81.07827759
183.1,47.47623444,-1.010779023,1024.134399,0.2,-1.26,382.6,1.31,560.5,1.16,1110190,55581,81.07917023
183.5,47.31177902,-1.036436796,1024.026367,0.2,-1.26,382.6,1.31,560.3,1.17,1111228,55606,81.06847382
183.1,47.32828522,-1.031788588,1023.94873,0,-1.26,382.7,1.31,560,1.16,1114790,55526,81.01369476
183.2,47.30487061,-1.035678744,1024.00293,0.1,-1.26,382.7,1.31,559.7,1.14,1109634,55450,80.97328949
182.9,47.40623856,-1.002512217,1024.040771,0.2,-1.27,382.7,1.31,559.9,1.12,1119332,55681,81.12006378
182.1,46.43185425,-0.967783451,1023.986267,0.2,-1.26,382.8,1.3,559.8,1.09,1160309,55387,80.96432495
182.8,46.79135895,-0.938105762,1023.919739,0.2,-1.26,382.7,1.31,559.4,1.08,1137531,55459,81.01741028
183.2,47.35973358,-0.91990906,1023.875732,0.1,-1.27,382.7,1.3,559.2,1.1,1142515,55420,80.99041748
183.4,47.90982819,-0.919658303,1023.911133,0.2,-1.27,382.6,1.31,559.3,1.11,1085603,55476,81.05571747
183.6,48.20055389,-0.900112033,1023.988159,0.3,-1.27,382.9,1.31,560,1.09,1124230,55598,81.09354401
183.2,48.66030121,-0.910025001,1023.945251,0.3,-1.27,383,1.31,560.3,1.07,1137857,55545,81.08848572
183.4,48.11166382,-0.923465669,1023.91272,0.2,-1.27,383,1.31,560.3,1.08,1111002,55525,81.08313751
183.5,47.22631073,-0.945921779,1023.861938,0.2,-1.27,383,1.31,560.3,1.11,1121133,55597,81.08037567
183.1,46.59443665,-0.901480019,1023.775269,0.3,-1.27,382.9,1.31,560.4,1.13,1105422,55606,81.08189392
183,46.59841537,-0.928944111,1023.826294,0.3,-1.27,382.7,1.3,560.5,1.14,1118258,55507,81.03726196
183.8,46.11027908,-0.899861336,1023.837402,0.4,-1.27,382.8,1.3,560.3,1.14,1092672,55455,81.10178375
183.6,45.87919998,-0.870400071,1023.8172,0.4,-1.26,382.9,1.31,560.6,1.16,1122099,55591,81.12917328
183.9,45.30052567,-0.869209111,1023.718628,0.4,-1.26,383.1,1.31,560.7,1.15,1108215,55543,81.09000397
183.9,45.32968903,-0.822446644,1023.7099,0.4,-1.26,383.1,1.31,560.7,1.14,1173061,55539,81.10498047
183.8,45.11158752,-0.764602244,1023.656189,0.5,-1.26,383.1,1.31,560.9,1.13,1052654,55600,81.12043762
183.4,45.19946671,-0.728399038,1023.691284,0.5,-1.26,383.1,1.31,561,1.13,1147734,55591,81.09632874
184.1,45.02181625,-0.671209216,1023.744812,0.5,-1.27,383.2,1.31,560.9,1.15,1129368,55580,81.092453
183.9,44.8150177,-0.59063375,1023.846741,0.5,-1.26,383.1,1.3,560.9,1.15,1172348,55486,81.12584686
183.3,44.89975739,-0.57243979,1023.901184,0.6,-1.27,383.3,1.31,561,1.15,1135541,55580,81.1219635
183.8,44.95104599,-0.567238331,1023.888428,0.5,-1.26,383.2,1.31,560.6,1.12,1097779,55543,81.06951904
183.4,44.83015823,-0.526718616,1023.959412,0.4,-1.26,383.1,1.31,560.5,1.09,1104554,55558,81.08909607
183.9,44.70759201,-0.488798112,1023.943359,0.3,-1.27,383,1.31,560.8,1.08,1150273,55676,81.09819031
183.7,44.94904327,-0.480958194,1023.918335,0.4,-1.26,382.9,1.31,560.7,1.09,1127073,55500,81.07563019
183.3,45.48358154,-0.496148884,1023.970947,0.4,-1.26,383,1.31,560.6,1.09,1092568,55544,81.05524445
183,45.7063446,-0.504569888,1023.93634,0.3,-1.27,383.2,1.31,560.5,1.07,1136394,55582,81.06246948
183.5,45.66941833,-0.504853666,1023.883057,0.3,-1.26,383.3,1.31,560.3,1.09,1022770,55519,81.05808258
183.1,45.44223404,-0.541116357,1023.89624,0.2,-1.26,383.1,1.31,560,1.09,1127562,55675,81.09386444
183.2,45.39751434,-0.531864882,1023.813171,0.2,-1.26,383.1,1.31,559.9,1.09,1151008,55451,81.11330414
182.9,44.76834869,-0.547086596,1023.795532,0.1,-1.26,382.9,1.31,559.9,1.11,1090163,55544,81.06756592
183.1,44.41072083,-0.550119162,1023.806274,0.1,-1.25,382.9,1.31,559.6,1.09,1119621,55536,81.06131744
183.4,44.61924362,-0.578488946,1023.846741,0,-1.27,382.9,1.31,559.8,1.09,1175288,55605,81.06358337
183,45.08535767,-0.595357716,1023.839233,0,-1.26,382.9,1.31,559.8,1.12,1201415,55503,81.06796265
183.1,44.97867966,-0.603774846,1023.866882,0,-1.26,382.6,1.31,559.7,1.12,1083897,55470,80.96070862
183,44.57266617,-0.636331022,1023.880249,-0.1,-1.26,382.7,1.31,559.6,1.12,1124760,55499,81.04884338
183.4,44.54960251,-0.636536717,1023.765991,-0.1,-1.26,382.4,1.31,559.6,1.13,1051549,55510,81.05594635
183.7,44.76721191,-0.635901749,1023.755493,-0.1,-1.26,382.5,1.31,559.7,1.12,1125799,55618,81.06685638
183,44.74145889,-0.618591666,1023.76416,-0.1,-1.26,382.6,1.31,559.8,1.13,1132194,55551,81.07544708
183.5,44.44153595,-0.609846115,1023.72644,-0.1,-1.27,382.7,1.31,559.4,1.11,1076807,55423,81.01396942
183,44.4199295,-0.564990699,1023.731934,-0.1,-1.26,382.6,1.31,559.3,1.09,1131420,55605,81.08734131
183.9,44.42974091,-0.529738307,1023.707397,-0.1,-1.27,382.7,1.31,559.6,1.08,1152577,55542,81.08003998
183.2,44.52469254,-0.545165539,1023.646179,-0.2,-1.27,382.7,1.31,559.9,1.05,1100562,55527,81.05880737
183.4,44.21519852,-0.5187006,1023.627686,-0.2,-1.26,382.5,1.31,559.9,1.03,1101243,55543,81.06521606
183,44.44193268,-0.523995936,1023.635437,-0.3,-1.27,382.4,1.31,559.9,1.06,1099055,55556,81.06369019
182.8,44.49695587,-0.531556129,1023.566956,-0.3,-1.26,382.4,1.31,559.7,1.06,1104585,55566,81.01174927
183.7,44.35243225,-0.55919385,1023.531677,-0.3,-1.26,382.3,1.31,559.1,1.08,1126696,55400,80.97182465
183.9,43.70915985,-0.560965836,1023.501709,-0.3,-1.27,382.4,1.31,559.5,1.07,1120884,55506,81.10079956
183.1,44.0450592,-0.565016031,1023.471497,-0.3,-1.26,382.3,1.31,560.1,1.06,1112145,55588,81.07781982
182.7,44.13373184,-0.568109751,1023.457031,-0.3,-1.26,382.3,1.31,560,1.11,1100491,55509,81.00624847
183.4,44.00912476,-0.570875585,1023.461914,-0.4,-1.26,382.1,1.31,559.1,1.11,1169789,55504,81.04734039
184,44.01501083,-0.575019717,1023.486328,-0.4,-1.27,382.2,1.31,559.5,1.1,1104002,55584,81.13827515
183.5,44.00941849,-0.564848065,1023.480652,-0.4,-1.26,382.3,1.31,559.6,1.08,1076622,55527,81.09798431
183.1,44.01618576,-0.571291149,1023.520752,-0.4,-1.27,382.1,1.31,559.6,1.08,1120819,55618,81.09416962
183.1,44.01470184,-0.564702034,1023.543701,-0.4,-1.26,381.9,1.31,559.4,1.08,1148326,55513,81.0390625
183.7,44.00457764,-0.572904766,1023.499634,-0.4,-1.27,382,1.31,559.5,1.1,1060178,55604,81.10401917
183.6,44.70009613,-0.715049744,1023.523987,-0.5,-1.26,381.9,1.31,559.5,1.07,1108912,55651,81.10964203
182.8,45.09464264,-0.784880042,1023.52063,-0.6,-1.26,382,1.31,559.4,1.1,1101163,55592,81.08120728
183.7,44.85752487,-0.844981015,1023.523926,-0.6,-1.26,381.9,1.31,559.3,1.12,1171402,55568,81.02557373
182.8,44.99054337,-0.842363715,1023.520752,-0.6,-1.26,381.8,1.31,558.8,1.11,1119891,55534,81.058815
183.2,45.77826309,-0.873912156,1023.522522,-0.5,-1.26,381.9,1.31,559.3,1.1,1221076,55590,81.07971191
184.2,46.52835083,-0.867347419,1023.496033,-0.5,-1.26,381.9,1.31,559,1.1,1204463,55567,81.04972839
183.8,47.03665161,-0.898325741,1023.502014,-0.5,-1.26,382.1,1.31,559.2,1.09,1154027,55735,81.15444183
183.4,47.21841431,-0.901557922,1023.456909,-0.5,-1.26,382.3,1.31,559.4,1.08,1110612,55590,81.03709412
184.6,47.07565308,-0.92565155,1023.513184,-0.5,-1.27,382.4,1.31,559.8,1.09,1132790,55560,81.0725174
183.2,46.91857147,-0.935832024,1023.487854,-0.5,-1.26,382.3,1.31,559.8,1.11,1143527,55668,81.09896088
184,47.12579727,-0.945250213,1023.464539,-0.6,-1.25,382.3,1.31,559.7,1.12,1126920,55624,81.06826782
183.8,47.10741806,-0.941720068,1023.455811,-0.6,-1.26,382.3,1.31,559.5,1.1,1166227,55673,81.0849762
183.8,47.42733002,-0.951335549,1023.464111,-0.7,-1.26,382.1,1.31,559.5,1.11,1116910,55593,81.07398987
183.9,47.37080002,-0.920530915,1023.41449,-0.7,-1.26,382.2,1.31,559.3,1.08,1099887,55652,81.08639526
184.2,47.15830231,-0.926606655,1023.437561,-0.7,-1.25,382.1,1.31,559.2,1.05,1128492,55642,81.08612823
184.1,47.2538414,-0.906276166,1023.413879,-0.7,-1.27,382,1.31,559.2,1.07,1196679,55671,81.09266663
182.9,47.48522186,-0.889468551,1023.450745,-0.7,-1.27,382,1.31,559.4,1.09,1137643,55664,81.09877014
183.3,47.5763092,-0.884564579,1023.424744,-0.7,-1.27,381.9,1.31,559.5,1.11,1088091,55438,81.01920319
183.5,47.68167877,-0.909813285,1023.432007,-0.8,-1.26,381.8,1.31,558.7,1.08,1105956,55496,81.04772949
183.1,47.60451889,-0.90647316,1023.425903,-0.8,-1.26,381.8,1.31,558.7,1.08,1112773,55611,81.06665802
184.3,48.08298492,-0.918836951,1023.389832,-0.9,-1.26,381.7,1.31,558.8,1.1,1121375,55567,81.07980347
184.5,48.1252594,-0.938813269,1023.364868,-0.9,-1.26,381.7,1.31,559,1.1,1153835,55648,81.09687042
183.7,48.00119781,-0.982396483,1023.35675,-0.9,-1.27,381.6,1.31,559.1,1.09,1058772,55659,81.09027863
183.9,48.312397,-1.040798783,1023.393555,-1,-1.26,381.6,1.31,559,1.13,1084480,55733,81.10161591
184.5,48.65591049,-1.084122777,1023.416626,-0.9,-1.26,381.7,1.31,558.9,1.12,1091913,55650,81.06968689
184.9,48.85826874,-1.15942204,1023.421326,-0.9,-1.26,381.4,1.31,559,1.15,1149771,55842,81.21176147
184.2,49.11192322,-1.180910707,1023.413879,-0.9,-1.26,381.4,1.31,559.3,1.14,1145540,55716,81.11871338
183.1,49.08947754,-1.239477754,1023.441284,-1,-1.26,381.3,1.31,559.1,1.13,1181404,55653,81.05841064
183.4,49.47050858,-1.288988948,1023.329834,-1,-1.26,381.2,1.31,559,1.13,1111928,55602,81.03490448
183.2,49.69861984,-1.291437268,1023.379211,-1.1,-1.26,381.2,1.31,558.7,1.13,1118478,55579,81.05170441
184.1,50.0378418,-1.342157245,1023.307556,-1.1,-1.26,381.3,1.31,558.6,1.12,1159453,55561,81.06904602
183.8,50.11846542,-1.397186637,1023.357422,-1,-1.26,381.3,1.31,559.1,1.11,1153322,55648,81.07961273
182.8,50.31135178,-1.421799779,1023.317688,-1,-1.26,381.4,1.31,558.8,1.1,1172286,55614,81.05213928
182.9,50.08757782,-1.427452087,1023.297363,-0.9,-1.26,381.6,1.31,558.8,1.08,1164135,55591,80.95919037
183.5,49.86547852,-1.3972615,1023.251343,-0.9,-1.26,381.6,1.31,558.4,1.07,1137060,55431,81.02076721
184.1,49.79848862,-1.327172041,1023.285828,-0.9,-1.26,381.5,1.31,558.7,1.05,1162351,55611,81.12158203
184.5,50.10319901,-1.286791325,1023.249573,-0.9,-1.27,381.8,1.31,559.2,1.11,1124399,55624,81.12522888
184.6,49.69477844,-1.259705186,1023.234436,-0.9,-1.27,381.7,1.31,559.3,1.1,1116557,55680,81.11347198
184,49.60885239,-1.25769937,1023.257751,-0.9,-1.26,381.6,1.31,559.4,1.1,1149412,55804,81.10146332
183.6,49.5909462,-1.194526076,1023.316345,-0.9,-1.26,381.7,1.31,559.5,1.09,1160959,55538,81.09093475
183.8,49.39622879,-1.183044314,1023.252625,-0.9,-1.26,381.7,1.31,559.7,1.09,1112871,55664,81.10745239
184.3,49.55760574,-1.188264132,1023.215393,-0.9,-1.26,381.6,1.31,559.6,1.09,1122825,55713,81.10129547
183.8,50.24729919,-1.271348357,1023.226135,-1,-1.27,381.7,1.31,559.5,1.1,1121155,55662,81.10097504
183.5,50.78842545,-1.36157167,1023.264526,-1,-1.26,381.6,1.31,559.2,1.09,1141213,55770,81.10440826
184.7,51.06767654,-1.387772679,1023.259583,-1.1,-1.26,381.5,1.31,559,1.08,1171435,55584,81.08304596
184.3,51.29262543,-1.439345717,1023.185669,-1.2,-1.26,381.3,1.31,558.8,1.06,1080679,55666,81.09850311
184.1,51.85977936,-1.492604613,1023.165588,-1.2,-1.27,381.2,1.31,558.8,1.08,1095834,55677,81.08188629
183.6,52.03351593,-1.532357931,1023.216797,-1.2,-1.26,381.2,1.31,558.7,1.07,1131971,55682,81.08365631
184.2,52.11378479,-1.583787918,1023.191223,-1.3,-1.27,381.2,1.31,558.6,1.09,1080627,55689,81.09093475
183.7,52.5722847,-1.62248373,1023.171997,-1.3,-1.27,381.3,1.31,558.7,1.08,1133890,55699,81.0920639
184.1,52.28185654,-1.622370839,1023.14801,-1.3,-1.26,381.2,1.31,558.7,1.09,1139163,55730,81.09751892
184.2,52.17499542,-1.662489772,1023.156311,-1.4,-1.26,381.1,1.31,558.6,1.12,1149007,55682,81.08895111
183.3,52.3524437,-1.674334168,1023.21344,-1.4,-1.27,381,1.31,558.6,1.11,1171332,55728,81.08612823
183,52.61542892,-1.667714,1023.219971,-1.4,-1.26,381,1.31,558.5,1.08,1085489,55548,80.98106384
183.7,52.39470673,-1.679119945,1023.19696,-1.4,-1.27,380.9,1.31,558,1.07,1125403,55522,80.99160767
183.7,52.38203049,-1.698112965,1023.181458,-1.4,-1.26,380.9,1.31,558.1,1.11,1161144,55644,81.1062851
184.8,52.15457916,-1.677797318,1023.15271,-1.4,-1.26,381,1.31,558.5,1.11,1097845,55617,81.09493256
183.9,52.11807251,-1.678074837,1023.220093,-1.4,-1.26,381,1.31,558.7,1.13,1106672,55741,81.18995667
183.4,51.94415283,-1.617337704,1023.227417,-1.4,-1.26,381,1.31,558.8,1.11,1147205,55606,81.060112
