Power,H,T,P,t1,p1,t2,p2,t4,p4,m4,m_gas,CLCSO
243.7,95.0656662,-1.202795029,1019.276855,-1.3,-1.84,401,1.59,203.3,2.37,1399818,67104,85.73266602
243.3,96.68480682,-1.189036846,1019.320679,-1.3,-1.85,400.9,1.59,203.3,2.36,1361030,67159,85.77185059
244.2,97.02327728,-1.160820365,1019.282227,-1.3,-1.84,400.9,1.59,203.2,2.36,1374961,67256,85.80374146
244.8,95.69146729,-1.199836254,1019.277222,-1.3,-1.85,400.9,1.59,203.2,2.37,1349422,67253,85.82532501
244.1,95.62112427,-1.195078015,1019.239319,-1.3,-1.84,401,1.58,203.1,2.37,1302736,66980,85.74541473
244.4,96.3744278,-1.194424033,1019.25592,-1.3,-1.84,400.9,1.59,203.1,2.37,1340312,67075,85.71808624
243.4,94.34683228,-1.246095538,1019.285583,-1.2,-1.84,401,1.58,203,2.36,1350654,67059,85.72076416
243.2,95.17388916,-1.284900308,1019.294983,-1.2,-1.84,401,1.59,202.9,2.36,1355055,67578,85.74293518
243.9,97.016922,-1.281382322,1019.309082,-1.2,-1.84,401.1,1.58,202.8,2.36,1399426,67188,85.78753662
243.9,98.83283234,-1.273180008,1019.322144,-1.2,-1.85,401.1,1.59,202.7,2.37,1360067,67279,85.802948
243.5,99.84900665,-1.263943791,1019.304077,-1.2,-1.85,401.1,1.59,202.6,2.36,1332327,67129,85.76494598
243.6,99.62227631,-1.265273213,1019.310059,-1.4,-1.84,401,1.59,202.5,2.37,1394121,67232,85.80355835
244.3,98.47492981,-1.240488172,1019.289368,-1.4,-1.84,401,1.59,202.3,2.37,1360666,67207,85.73891449
243.6,97.70117188,-1.203531981,1019.325073,-1.4,-1.84,400.9,1.59,202.2,2.36,1381452,67020,85.73143005
243.1,98.24256897,-1.18914187,1019.306091,-1.4,-1.85,401,1.59,202.1,2.37,1388816,67343,85.75751495
244,98.09584045,-1.166879177,1019.375854,-1.4,-1.85,400.9,1.59,201.9,2.37,1360314,67338,85.8144989
244.8,96.64188385,-1.183960676,1019.354614,-1.4,-1.85,400.9,1.59,201.8,2.37,1389008,67298,85.81316376
244.2,97.01480103,-1.236094475,1019.388977,-1.4,-1.85,400.9,1.59,201.7,2.37,1438504,67292,85.78960419
244.5,96.63124084,-1.225886822,1019.387939,-1.4,-1.85,400.9,1.59,201.5,2.37,1388349,67303,85.81971741
243.2,97.48214722,-1.221104503,1019.393005,-1.4,-1.85,400.8,1.59,201.3,2.37,1372746,67180,85.75814819
244.4,97.17711639,-1.201423407,1019.349792,-1.4,-1.84,400.6,1.59,201.2,2.37,1368737,67285,85.82228088
244.1,97.07897949,-1.245178223,1019.308594,-1.5,-1.84,400.6,1.59,201,2.37,1447961,67591,85.82627869
243.9,99.43465424,-1.221551895,1019.251892,-1.4,-1.84,400.5,1.59,200.9,2.36,1396829,66978,85.76593018
244.5,98.74655914,-1.225625157,1019.218201,-1.3,-1.84,400.7,1.59,200.7,2.36,1356105,67544,85.84268188
243.5,98.02465057,-1.212929368,1019.179321,-1.3,-1.84,400.8,1.59,200.5,2.37,1308525,66985,85.70439911
243.9,98.06620026,-1.196613789,1019.194519,-1.4,-1.84,400.8,1.59,200.3,2.37,1297743,67133,85.74763489
243.4,98.2551651,-1.198791981,1019.164429,-1.3,-1.85,400.9,1.59,200,2.37,1299809,67195,85.79862213
243.9,97.51912689,-1.200447083,1019.1521,-1.3,-1.84,400.9,1.59,199.7,2.37,1362477,67128,85.77301025
242.5,97.52005005,-1.19497478,1019.129944,-1.3,-1.85,401,1.59,199.4,2.37,1341634,67129,85.79050446
244.7,97.12104797,-1.179825544,1019.085266,-1.3,-1.84,401,1.58,199.2,2.37,1374161,66988,85.76988983
243,96.71154022,-1.151030779,1019.069458,-1.2,-1.85,400.8,1.58,198.9,2.37,1350314,67270,85.78514862
243.3,97.17414856,-1.124867558,1019.043579,-1.2,-1.84,401,1.58,198.7,2.36,1358830,66731,85.67456055
243.6,96.83099365,-1.12300241,1019.051758,-1.2,-1.85,401,1.58,198.5,2.36,1342783,67379,85.82608032
243.6,96.96062469,-1.132125735,1019.07843,-1.3,-1.83,400.7,1.58,198.3,2.38,1341483,67066,85.76315308
244.5,98.01439667,-1.147803426,1019.096619,-1.3,-1.84,400.8,1.59,198.1,2.37,1412582,67138,85.75130463
244,97.89862061,-1.147586226,1019.092957,-1.2,-1.84,400.8,1.58,197.9,2.37,1347478,67016,85.7472229
243.7,97.51646423,-1.128821254,1019.111145,-1.1,-1.84,400.7,1.58,197.6,2.37,1335644,67064,85.78735352
243.9,97.30476379,-1.145235777,1019.134583,-1.1,-1.84,400.8,1.58,197.4,2.36,1334888,67037,85.73587036
244.1,96.69332886,-1.144261003,1019.137146,-1,-1.84,400.8,1.58,197.2,2.35,1395114,67174,85.75778961
243.8,97.25572205,-1.152906656,1019.096863,-1.1,-1.84,400.9,1.58,197,2.36,1327389,67529,85.81521606
243.5,98.06495667,-1.179585695,1019.105286,-1.1,-1.85,400.8,1.58,196.8,2.36,1368581,66848,85.8164978
243.9,98.36458588,-1.192706347,1019.107117,-1,-1.84,401,1.58,196.6,2.36,1371821,67362,85.72274017
243.2,99.73143768,-1.172869682,1019.199951,-1,-1.85,401.1,1.58,196.4,2.35,1335693,66855,85.7362442
244.1,97.31928253,-1.132223606,1019.156982,-1,-1.84,401.1,1.58,196.2,2.36,1382695,67135,85.77426147
243.2,96.51722717,-1.1164608,1019.167847,-1.1,-1.84,401.1,1.58,196,2.36,1353048,67046,85.76989746
242.9,96.91042328,-1.07137835,1019.125244,-1,-1.83,401.2,1.58,195.8,2.36,1390640,67070,85.76565552
243.9,97.86154175,-1.0623945,1019.08429,-1,-1.84,401.2,1.58,195.6,2.36,1343219,67179,85.76559448
242.8,96.8270874,-1.080648541,1019.029541,-1,-1.85,401,1.58,195.4,2.36,1312970,67141,85.70087433
243.9,97.33765411,-1.08436811,1018.991699,-1,-1.84,401,1.58,195.3,2.36,1383537,67866,85.7586441
242.9,97.88208008,-1.088719964,1018.982483,-0.9,-1.84,400.9,1.58,195.1,2.37,1315088,67470,85.792099
244.1,98.01189423,-1.090945482,1019.063477,-1,-1.83,400.9,1.58,194.9,2.36,1359617,68018,85.82445526
243.7,97.6912384,-1.094462037,1019.003845,-1,-1.84,400.9,1.58,194.7,2.36,1346118,67210,85.77526093
243,97.0022049,-1.136101723,1019.012085,-1,-1.84,401,1.58,194.5,2.37,1317299,67560,85.8276825
242.9,98.28141785,-1.133858919,1018.994019,-1,-1.84,401.1,1.58,194.4,2.37,1381971,67331,85.69917297
243.4,98.62644196,-1.103218555,1018.940735,-1,-1.84,401.1,1.58,194.2,2.36,1427513,67545,85.82265472
243.5,96.6618576,-1.071855068,1018.952087,-1,-1.85,401.1,1.58,194,2.36,1407859,67470,85.76467896
242.7,96.15530396,-1.082784176,1018.955566,-1.1,-1.84,401.1,1.58,193.8,2.36,1335568,67350,85.75340271
242.6,97.01316071,-1.043854237,1018.927795,-1,-1.84,401.1,1.58,193.6,2.36,1350247,67910,85.74193573
243.9,97.41667938,-1.015528679,1018.899414,-0.9,-1.84,401.2,1.58,193.5,2.36,1399287,67474,85.80250549
243.1,98.11644745,-1.016612411,1018.890991,-0.9,-1.84,401.4,1.58,193.3,2.36,1329602,67627,85.84911346
243.2,97.67796326,-1.013980269,1018.8927,-0.8,-1.84,401.5,1.58,193.1,2.36,1367996,67391,85.75099945
242.6,97.64687347,-1.038439751,1018.885315,-0.9,-1.84,401.5,1.58,192.9,2.36,1336607,67370,85.74438477
243.3,97.9096756,-1.043619037,1018.875916,-0.9,-1.84,401.3,1.58,192.7,2.36,1351858,67465,85.78440857
243.4,96.18276215,-1.05758822,1018.833069,-0.9,-1.84,401.4,1.58,192.8,2.35,1385362,67314,85.77274323
243.2,96.20011902,-1.047975659,1018.782715,-0.9,-1.84,401.4,1.58,192.8,2.35,1396156,67318,85.7250824
243.4,97.25730133,-1.033026457,1018.788879,-0.8,-1.84,401.3,1.58,192.8,2.36,1333745,67544,85.8421936
242.4,96.8169632,-1.026980758,1018.808105,-0.9,-1.84,401.4,1.58,192.8,2.36,1362760,67287,85.75984955
243.4,97.30921936,-0.988475204,1018.761108,-1,-1.85,401.2,1.58,192.7,2.35,1324852,67846,85.84024048
242.7,98.69371033,-0.973710477,1018.726379,-1.1,-1.84,401.1,1.58,192.7,2.36,1359165,67056,85.80313873
243.4,97.42476654,-0.944919288,1018.658569,-1,-1.85,401.1,1.58,192.7,2.35,1384963,67481,85.81015778
243.9,97.98349762,-0.999073029,1018.615784,-1,-1.84,401.1,1.58,192.6,2.37,1372994,67587,85.87109375
243.4,97.82014465,-1.016619444,1018.596252,-0.9,-1.84,401.1,1.58,192.5,2.36,1387983,67439,85.81516266
242.7,96.58740234,-1.010647178,1018.54303,-0.8,-1.84,401.2,1.58,192.4,2.36,1376487,67363,85.7937088
242.4,97.50008392,-1.029790282,1018.565491,-0.8,-1.84,401.2,1.58,192.3,2.35,1361730,67386,85.80477905
242.8,98.49845886,-1.052310109,1018.518921,-0.9,-1.84,401.2,1.58,192.2,2.35,1397798,67297,85.79923248
242.5,97.49035645,-1.051722646,1018.520386,-0.9,-1.84,401.2,1.58,192.1,2.35,1338888,67367,85.78166962
242.4,97.35671234,-1.068683982,1018.55188,-0.9,-1.85,401.3,1.58,192,2.36,1326197,67222,85.73846436
241.9,97.96916962,-1.059895873,1018.598572,-1,-1.84,401.4,1.58,191.9,2.34,1370255,67293,85.68706512
243.1,98.33184814,-1.020923615,1018.545227,-1,-1.84,401.3,1.58,191.8,2.35,1344302,67363,85.83535767
242.9,98.39470673,-1.019412279,1018.557617,-1.1,-1.85,401.2,1.58,191.7,2.36,1361100,67343,85.75829315
242.6,97.03996277,-1.01112783,1018.501343,-1,-1.83,401.1,1.58,191.6,2.35,1407090,67370,85.77965546
241.7,96.35988617,-1.0077281,1018.450806,-1,-1.84,401.1,1.58,191.5,2.35,1337139,67241,85.75983429
242.6,96.78862762,-1.024311304,1018.374939,-1,-1.84,401,1.58,191.3,2.35,1354794,67399,85.78746033
243.5,97.67185974,-1.037223577,1018.402161,-1,-1.84,401,1.58,191.2,2.35,1426931,67261,85.79269409
242.4,98.54037476,-1.031036615,1018.425781,-1.1,-1.84,400.9,1.58,191.1,2.36,1344515,67794,85.82941437
242.8,98.5133667,-1.038895369,1018.36261,-1.1,-1.84,401,1.58,191,2.35,1414231,66990,85.77516174
242.5,98.02502441,-1.02125752,1018.341003,-1.1,-1.84,401.2,1.58,190.9,2.35,1354209,67354,85.82196808
242.1,97.00952148,-1.013252378,1018.320068,-1,-1.84,401.2,1.58,190.8,2.36,1373088,67098,85.67594147
243,96.74014282,-1.021190166,1018.290771,-1,-1.83,401.4,1.58,190.5,2.35,1357381,67295,85.78096771
242.9,96.9596405,-1.026544094,1018.305481,-1,-1.84,401.2,1.58,190.2,2.34,1328249,67642,85.79564667
243.3,97.57687378,-1.008438587,1018.296692,-1,-1.84,401.2,1.58,189.9,2.36,1351261,67107,85.80956268
242.9,97.69919586,-1.025877237,1018.302979,-1,-1.84,401.1,1.58,189.6,2.34,1325454,67407,85.82901001
242.4,97.84531403,-1.015640259,1018.294067,-1,-1.84,401.1,1.58,189.4,2.36,1331363,67234,85.75666809
242.6,98.49082947,-1.018165827,1018.297913,-1,-1.84,401.2,1.58,189.1,2.35,1350422,67259,85.83365631
243.1,97.50418091,-1.024366975,1018.299622,-1,-1.83,401.2,1.58,188.9,2.36,1389723,67358,85.79888153
242.9,98.15170288,-1.030852079,1018.32312,-1.1,-1.84,401.2,1.58,188.7,2.35,1373236,67389,85.85674286
243.2,98.77966309,-1.04321897,1018.331299,-1.1,-1.84,401,1.58,188.5,2.36,1396855,67428,85.84475708
242.2,97.76920319,-1.056930423,1018.375732,-1.1,-1.83,401.1,1.58,188.3,2.35,1298705,67665,85.81599426
242.2,96.64117432,-1.056481242,1018.352844,-1,-1.84,401.1,1.58,188.1,2.36,1347128,66892,85.71533203
243,96.17810822,-1.058649898,1018.457825,-1.1,-1.84,401.1,1.58,187.9,2.35,1387508,67389,85.80654907
242.5,97.425354,-1.047676444,1018.409912,-1.1,-1.84,401.1,1.58,187.7,2.34,1424662,67301,85.77985382
242.3,97.51009369,-1.017202616,1018.371765,-1.1,-1.84,401,1.58,187.5,2.34,1392519,67287,85.78303528
242.3,97.24588013,-1.024344325,1018.356445,-1,-1.84,401.1,1.58,187.3,2.35,1370159,67552,85.74545288
242.4,98.38806915,-1.012688518,1018.362854,-1.1,-1.84,401,1.58,187.1,2.35,1371497,66989,85.75662994
242,97.51177216,-1.018318772,1018.352966,-1,-1.83,401.1,1.58,186.9,2.35,1338188,67279,85.78176117
242.6,97.20315552,-1.030788779,1018.344238,-1,-1.84,401.2,1.58,186.7,2.35,1422699,67341,85.78097534
242.6,97.79621887,-1.019332409,1018.376404,-1,-1.85,401.2,1.58,186.6,2.34,1383958,67338,85.86196136
242.1,99.01691437,-1.013269186,1018.40863,-0.9,-1.84,401.2,1.58,186.4,2.35,1343459,67304,85.77816772
243.3,97.45654297,-1.03690958,1018.414856,-0.9,-1.84,401.2,1.58,186.3,2.35,1293881,67295,85.80908966
243.3,96.74126434,-1.014723182,1018.419006,-0.9,-1.84,401,1.58,186.1,2.34,1333052,67733,85.78010559
242.3,97.667099,-1.047097445,1018.436462,-0.9,-1.84,401,1.58,185.9,2.35,1303306,67346,85.82360077
243.2,98.14335632,-1.024326444,1018.338013,-0.8,-1.84,400.9,1.58,185.7,2.35,1330853,67321,85.77812958
243.4,97.57743073,-1.047432184,1018.310364,-0.8,-1.84,401,1.58,185.6,2.35,1305172,67330,85.85015106
242.8,96.25262451,-1.04124999,1018.297241,-0.8,-1.83,401.2,1.58,185.4,2.34,1399223,67150,85.75228882
242.5,98.01463318,-1.058670163,1018.207825,-0.8,-1.84,401.2,1.58,185.2,2.35,1372167,67388,85.85733795
242.6,98.01561737,-1.058561802,1018.240601,-0.8,-1.84,401.2,1.58,185.1,2.35,1350469,67373,85.82462311
243.3,97.26190186,-1.055702806,1018.217285,-0.8,-1.84,401.2,1.58,184.9,2.35,1376351,67384,85.85170746
243.6,96.60208893,-1.084626079,1018.220459,-1,-1.84,401.1,1.58,184.7,2.35,1415163,67656,85.8150177
242.7,96.98155975,-1.111651659,1018.268555,-1,-1.84,401.1,1.58,184.5,2.35,1372122,66942,85.77960968
242.4,96.82050323,-1.127041817,1018.235168,-1,-1.84,401,1.58,184.4,2.35,1372635,67294,85.81375122
242.3,99.20226288,-1.117279172,1018.166138,-1.1,-1.84,401,1.58,184.2,2.35,1363667,67236,85.79561615
242.7,98.90560913,-1.137121797,1018.097107,-1.1,-1.83,400.8,1.58,184.1,2.34,1337092,67206,85.80643463
242.9,98.03178406,-1.102356434,1018.037476,-1,-1.83,401,1.58,183.9,2.35,1375476,67540,85.78243256
242.3,97.93262482,-1.088263154,1017.976563,-1,-1.83,401.1,1.58,183.7,2.35,1391251,67176,85.71864319
242.7,97.05053711,-1.08756578,1017.970398,-1,-1.83,401.1,1.58,183.6,2.34,1283768,67370,85.79629517
242.8,97.55046082,-1.105769157,1017.96875,-1,-1.83,401.1,1.58,183.4,2.34,1373129,66961,85.76053619
242.2,97.6927948,-1.107217431,1017.987244,-1,-1.84,401.1,1.58,183.3,2.35,1396964,67199,85.78491211
241.8,97.70298767,-1.107818127,1017.993591,-1.1,-1.84,401,1.58,183.1,2.35,1399404,67212,85.76118469
242.1,97.11943817,-1.076292753,1018.017151,-1.1,-1.84,400.8,1.58,182.9,2.35,1373134,67142,85.76533508
242.7,98.23402405,-1.076391101,1018.059326,-1,-1.83,400.7,1.58,182.8,2.35,1322440,67351,85.83872986
242.5,96.88178253,-1.094752192,1018.078918,-1,-1.83,400.6,1.58,182.6,2.34,1376198,67270,85.8157959
242.2,97.44747162,-1.108737588,1018.073425,-1,-1.83,400.7,1.58,182.5,2.34,1340834,67133,85.77892303
242.3,97.03229523,-1.089235663,1018.00293,-1,-1.84,400.8,1.58,182.5,2.34,1340852,67249,85.82827759
242.4,98.08231354,-1.084121346,1017.931091,-1,-1.84,400.7,1.58,182.5,2.35,1350181,67372,85.90381622
242.8,98.2984848,-1.06383729,1017.885803,-1,-1.83,400.7,1.58,182.5,2.34,1384691,67278,85.81478882
242.2,98.06834412,-1.062764883,1017.868164,-1,-1.84,400.9,1.58,182.5,2.34,1421832,67180,85.80536652
243.5,98.07526398,-1.064193845,1017.888733,-1,-1.84,400.8,1.58,182.5,2.34,1371494,67381,85.87619019
242.2,98.06798553,-1.068799376,1017.934143,-0.9,-1.84,400.9,1.58,182.5,2.35,1366122,67222,85.82511139
243.5,98.06578064,-1.078688383,1017.859558,-0.9,-1.84,401,1.58,182.4,2.35,1378403,67393,85.91944885
243.5,98.08568573,-1.065675974,1017.845276,-0.8,-1.83,401.3,1.58,182.4,2.35,1380605,67519,85.91069031
242.6,98.07376099,-1.083760738,1017.812317,-0.9,-1.84,401.3,1.58,182.3,2.36,1332526,67301,85.86204529
243.5,93.42106628,-1.081067443,1017.770386,-0.9,-1.84,401.2,1.58,182.2,2.35,1355415,67248,85.8624115
242.8,94.05726624,-1.0661093,1017.786072,-0.8,-1.84,401.2,1.58,182.2,2.35,1371967,67593,85.84038544
242.2,94.90024567,-1.07544601,1017.83606,-0.9,-1.84,401.3,1.58,182.1,2.35,1343926,67244,85.81521606
242.3,97.31381989,-1.053089499,1017.851379,-0.9,-1.84,401.2,1.58,182,2.36,1460564,67310,85.88213348
242.8,97.4151535,-1.062054634,1017.908264,-0.9,-1.83,401.2,1.58,181.9,2.35,1417482,67814,85.8506546
242.1,96.17362976,-1.058276296,1017.937195,-1,-1.84,401.2,1.58,181.8,2.34,1382624,66880,85.79441071
242.3,96.14313507,-1.051631212,1017.990906,-1,-1.83,401,1.58,181.7,2.35,1410618,67145,85.74987793
241.9,96.079216,-1.028156996,1018.079895,-1,-1.83,401,1.58,181.6,2.35,1339145,67108,85.77555084
242.6,98.9832077,-1.014087439,1018.131409,-1,-1.84,400.9,1.58,181.5,2.34,1450102,67178,85.81253815
242.1,98.83395386,-0.956046462,1018.148132,-0.9,-1.84,400.8,1.58,181.4,2.34,1378799,67378,85.71499634
242,97.69293213,-0.942872703,1018.13092,-0.8,-1.84,401,1.58,181.3,2.34,1359015,66686,85.68901062
242.7,97.51622009,-0.944570363,1018.095093,-0.8,-1.84,401,1.58,181.2,2.35,1361081,67268,85.77825928
242.7,97.33808136,-0.940724969,1018.087708,-0.8,-1.84,401.1,1.58,181.1,2.34,1364795,67279,85.8598938
242.8,97.21407318,-0.93431145,1018.036682,-0.7,-1.84,401.3,1.58,181,2.35,1363292,67336,85.87799835
243.1,97.95254517,-0.936442375,1018.016602,-0.7,-1.84,401.2,1.58,180.8,2.35,1329980,67320,85.85694885
242.5,97.33650208,-0.946678162,1017.986816,-0.7,-1.84,401.3,1.58,180.7,2.34,1344669,67221,85.82077789
242.5,97.52169037,-0.956834614,1017.957092,-0.8,-1.84,401.3,1.58,180.5,2.35,1394695,67584,85.83028412
242.4,98.57614899,-0.963851035,1017.904541,-0.9,-1.83,401.3,1.58,180.2,2.33,1381316,67302,85.85980988
242.4,97.59785461,-0.94285655,1017.890625,-0.9,-1.84,401.3,1.58,179.9,2.34,1365546,67317,85.84886169
243.1,97.30081177,-0.969590187,1017.852112,-0.8,-1.84,401.4,1.58,179.6,2.34,1333573,67370,85.87491608
242.7,96.91900635,-0.930745423,1017.890198,-0.9,-1.84,401.3,1.58,179.3,2.34,1337662,67309,85.88522339
242.4,97.58535004,-0.931211233,1017.891174,-0.9,-1.84,401.3,1.58,179,2.35,1344951,67153,85.7642746
242.1,96.43003845,-0.905561209,1017.899048,-0.9,-1.83,401.2,1.58,178.8,2.35,1322627,67273,85.82969666
243.7,95.87619019,-0.888731658,1017.947205,-0.9,-1.83,401.1,1.58,178.5,2.34,1354517,67378,85.91062164
242.9,96.99652863,-0.886530042,1017.941345,-0.9,-1.84,401.2,1.58,178.3,2.35,1312288,67741,85.88398743
241.2,97.52211761,-0.880064666,1017.908997,-1,-1.84,400.9,1.58,178.2,2.35,1348693,67059,85.78140259
242.7,98.41631317,-0.861641705,1017.863037,-0.9,-1.83,401.1,1.58,178,2.34,1339649,67168,85.79534149
242.4,98.38581085,-0.878027856,1017.847229,-0.8,-1.84,401.2,1.58,177.8,2.34,1343432,67123,85.77324677
241.9,96.84609985,-0.841696739,1017.810913,-0.8,-1.84,401.3,1.58,177.5,2.34,1365519,67032,85.7572937
242.7,95.96504211,-0.876261532,1017.804504,-0.8,-1.83,401.2,1.58,177.3,2.35,1323750,67274,85.85215759
242.2,97.35230255,-0.864613712,1017.789124,-0.8,-1.84,401.3,1.58,177.2,2.34,1364579,67261,85.84806824
242.9,96.75244904,-0.878370881,1017.761841,-0.8,-1.84,401.3,1.58,177,2.34,1347653,67599,85.86486816
242.5,96.89417267,-0.86797452,1017.745361,-0.8,-1.84,401.3,1.58,176.8,2.34,1351253,67132,85.8015213
242.4,95.76664734,-0.846670687,1017.761169,-0.8,-1.83,401.2,1.58,176.6,2.34,1360148,67219,85.83946991
241.6,95.71131897,-0.858822763,1017.805908,-0.8,-1.83,401.3,1.58,176.5,2.34,1359529,66800,85.78884125
242.6,98.10113525,-0.868501246,1017.809509,-0.8,-1.83,401.2,1.58,176.3,2.35,1396222,67315,85.82246399
242.5,98.12296295,-0.872959018,1017.813293,-0.8,-1.84,401.3,1.58,176.1,2.34,1367544,67296,85.85323334
242.6,97.40136719,-0.865890622,1017.78479,-0.8,-1.84,401.3,1.58,175.9,2.34,1377622,67192,85.83798218
242.3,95.56272888,-0.851370811,1017.774475,-0.9,-1.84,401.2,1.58,175.7,2.34,1299141,67437,85.84407806
242.3,96.21160889,-0.860580564,1017.774048,-0.9,-1.84,401.2,1.58,175.5,2.35,1388133,67284,85.82646179
242.6,97.08772278,-0.878246844,1017.764893,-0.9,-1.83,401.1,1.58,175.3,2.34,1386253,67218,85.82004547
242.7,98.39338684,-0.863307953,1017.776001,-0.9,-1.84,401.1,1.58,175.2,2.34,1330911,67518,85.89523315
242.7,97.05317688,-0.879958391,1017.726807,-0.8,-1.84,401.1,1.58,175.1,2.35,1335562,67092,85.80831909
242.8,95.64039612,-0.896733701,1017.727234,-0.9,-1.84,401.2,1.58,174.9,2.35,1419139,67467,85.87306213
242.7,97.2425766,-0.867413759,1017.65448,-0.8,-1.84,401.2,1.58,174.7,2.34,1383720,67351,85.90760803
241.7,97.85346985,-0.844490111,1017.633545,-0.9,-1.83,401.4,1.58,174.5,2.34,1380485,67128,85.78617096
242.6,96.80456543,-0.840900123,1017.538696,-0.8,-1.84,401.2,1.58,174.4,2.34,1366687,67288,85.838974
243.2,95.8839798,-0.820979834,1017.436218,-0.9,-1.83,401.2,1.58,174.2,2.35,1378588,67346,85.90572357
242.5,96.23113251,-0.822225988,1017.415344,-0.9,-1.83,401.2,1.58,174,2.34,1382287,67308,85.8577652
242.3,96.4203186,-0.827618778,1017.406738,-0.9,-1.84,401.1,1.58,173.9,2.35,1335575,67178,85.85174561
242.4,96.9925766,-0.838204384,1017.422913,-1,-1.83,401.1,1.58,173.7,2.34,1347388,67330,85.86310577
241.3,97.07961273,-0.853772163,1017.374634,-1,-1.83,401.3,1.58,173.5,2.35,1372735,67104,85.78239441
242.4,97.75748444,-0.822527528,1017.350952,-1,-1.83,401.3,1.58,173.3,2.36,1378764,67185,85.8542099
242.9,97.13278198,-0.812784135,1017.291809,-0.9,-1.83,401.2,1.58,173.2,2.34,1352913,67623,85.86344147
242.6,97.39113617,-0.803545058,1017.20697,-0.9,-1.83,401.1,1.58,173,2.35,1345987,66832,85.86258698
242.1,96.43621826,-0.826220393,1017.230591,-0.9,-1.84,401.3,1.58,172.7,2.35,1370813,67318,85.91429138
242.8,95.51245117,-0.797749519,1017.228149,-0.9,-1.83,401.1,1.58,172.6,2.34,1359523,67301,85.92022705
242.1,95.78244781,-0.78675735,1017.262512,-0.8,-1.83,401.2,1.58,172.4,2.35,1353425,67079,85.85379791
